Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2,F12XHL (EB2ADTD),1199,74,101,10/20 →
1.2,F12XHT (EB2ADTS),1199,96,130,10/20 →
1.2,(EB2LTD),1199,100,136,12/22 →
1.5,F15DT (DV5RCE),1499,81,110,10/20 →
Mokka-e,,,100,136,06/20 →
