Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1500 (Mod.64),M 10 B 16,1573,59,80,09/63 → 07/66
1500 (Mod.63),M 10 B 15,1489,59,80,10/62 → 07/66
1600,M 10 B 16,1573,61,83,04/64 → 04/68
1800,M 10 B 18,1773,66,90,08/63 → 09/69
1800,M 10 B 18,1766,66,90,07/69 → 09/71
1800 Ti (TISA),M 10 B 18,1773,96,131,10/63 → 04/68
1800 Ti,M 10 B 18,1773,81,110,10/63 → 04/68
2000 (1.8),M 10 B 18,1766,66,90,01/70 → 11/72
2000,M 10 B 20,1977,74,100,09/68 → 07/72
2000 Ti (tilux),M 10 B 20,1990,88,120,01/66 → 07/72
2000 Tii,M 10 B 20,1990,96,131,12/69 → 07/72
