Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 TDI 16V,X 20 DTH,1994,74,100,06/97 → 12/00
2.0i,X 20 SE,1998,85,115,03/94 → 12/00
2.0i 16V,X 20 XEV,1998,100,136,03/94 → 10/99
2.2 16V,Y/Z 22 XE,2198,106,144,09/99 → 07/03
2.2 DTI 16V,Y 22 DTH,2171,88,120,09/00 → 07/03
2.5 DTI 24V,Y 25 DT,2497,110,150,08/01 → 07/03
2.5 TD,U/X 25 DT,2497,96,130,04/94 → 08/01
2.5i,X 25 XE,2498,125,170,03/94 → 10/00
2.6 V6,Y 26 SE,2597,132,180,09/00 → 07/03
3.0i MV6,X 30 XE,2962,155,211,04/94 → 07/03
3.2 V6,Y 32 XE/SE,3175,160,218,03/01 → 07/03
