Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
30 TDI (8YA),"DSUD, DTRB, DTRD",1968,85,116,11/19 →
30 TFSI (8Y),DLAA,999,81,110,06/20 →
30 TFSI Mild Hybrid (8Y),DLAA,999,81,110,06/20 →
30 g-tron (8Y),DHFA,1498,96,131,07/20 →
35 TDI,"DSRB, DTSA",1968,110,150,11/19 →
35 TFSI (8YA),DPCA,1495,110,150,11/19 →
35 TFSI Mild Hybrid (8YA),DFYA,1495,110,150,04/20 →
"40 TDI (8YA,S)",DTUA,1968,147,200,12/20 →
40 TFSI (8Y),DNNA,1984,140,190,07/21 →
40 TFSIe (8Y),DGEA,1395,110,150,06/20 →
45 TFSIe (8YA),DGEA,1395,110,150,07/21 →
"RS3 (8YA,S)","DNWC, DXHB",2480,294,400,07/21 →
"RS3 (8YA,S)","DNWD, DXHA",2480,299,407,01/22 →
S3,DNFB,1984,228,310,06/20 →
