Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 Turbo,A14NEL,1364,88,120,10/11 → 08/18
1.4 Turbo,A14NET,1364,103,140,10/11 → 08/18
1.6 SIDI Turbo,A16SHT,1598,147,200,10/13 → 08/18
1.6 SIDI Turbo,"A16XHT, B16SHL, D16SHL",1598,125,170,01/13 → 08/18
1.6 CDTI,B16DTJ,1598,88,120,06/14 →
1.6 CDTI,B16DTH,1598,100,136,03/13 → 08/18
1.6 CNG,A16XNT,1598,81,110,10/11 → 08/18
1.8,A18XEL,1796,85,115,10/11 → 08/18
1.8,A18XER,1796,103,140,10/11 → 08/18
2.0 CDTI,A20DTL,1956,81,110,10/11 → 08/18
2.0 CDTI,B20DTH,1956,125,170,01/15 → 08/18
2.0 CDTI,A20DTH,1956,121,165,10/11 → 08/18
2.0 CDTI,"A20DT, B20DTJ",1956,96,130,10/11 → 08/18
2.0 CDTI BiTurbo,A20DTR,1956,143,194,01/13 → 08/18
