Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"2.0 (LW, L494)",PT204,1997,221,300,09/17 →
2.0 P400e PHEV (L494),PT204,1997,297,404,10/17 →
2.0 SD4 (L494),204DTA,1999,177,241,08/16 →
"3.0 (LW, L494)",,2995,250,340,03/13 → 12/19
3.0 D250,AJ20D6,2997,183,249,07/20 →
3.0 D250 MHEV,AJ20D6,2997,183,249,07/20 →
3.0 D300,AJ20D6,2997,221,300,07/20 →
3.0 D300 MHEV,AJ20D6,2997,221,300,07/20 →
3.0 D350,AJ20D6,2997,258,351,07/20 →
3.0 D350 MHEV,AJ20D6,2997,258,351,07/20 →
3.0 P400 MHEV (L494),PT306 (AJ20P6),2996,294,400,02/19 →
"3.0 SDV6 (LW, L494)",,2993,215,292,03/13 → 12/17
"3.0 SDV6 (LW, L494)",,2993,225,306,09/14 →
"3.0 SDV6 Hybrid (LW, L494)",,2993,225,306,09/14 → 12/17
"3.0 SDV6 Hybrid (LW, L494)",,2993,250,340,09/13 →
"3.0 TDV6 (LW, L494)",,2993,190,258,03/13 → 12/18
"3.0 V6 (LW, L494)",,2995,280,380,06/15 → 12/18
"4.4 SDV8 (LW, L494)",,4367,250,340,01/14 →
"5.0 SVR (LW, L494)",,5000,405,550,09/14 → 12/18
"5.0 V8 (LW, L494)",,5000,375,510,04/13 → 12/18
"5.0 V8 (LW, L494)",508PS,4999,386,525,11/17 →
"5.0 V8 (LW, L494)",508PS,4999,423,575,11/17 →
