Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1300,,1298,55,75,09/00 → 10/04
1600,4 G 92,1597,70,95,12/98 → 06/06
1600 (DA),,1597,76,103,09/00 → 06/06
1600,4 G 92,1597,73,99,05/97 → 06/06
1600 GL,4 G 92,1597,66,90,07/95 → 06/06
1800 16V,4 G 93,1834,103,140,07/95 → 06/06
1800 16V GDI,4G93 (GDI),1834,92,125,09/97 → 12/00
1800 GDI 16V,4G93 (GDI),1834,90,122,10/00 → 06/06
1800 GLX,4 G 93,1834,85,116,07/95 → 06/06
1900 DI-D,F9 Q1,1870,75,102,09/00 → 06/06
1900 Di-D,F9 Q2,1875,85,115,09/00 → 06/06
1900 TD,,1870,66,90,10/96 → 11/00
2000 16V GT Evo VI/VII (DA),,1997,206,280,11/99 → 06/06
