Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
0.9 TCe,H4B,898,66,90,05/13 →
0.9 TCe LPG,H4B,898,66,90,09/15 →
1.0 LPG (HM),H4D,999,74,101,11/19 →
1.0 SCe 75,B4D 401,998,54,73,12/16 →
1.0 TCe 100 (HM),H4D,999,74,101,11/19 →
1.2,D4F,1149,54,73,05/15 →
1.2 16V,D4F732,1149,55,75,05/13 →
1.2 16V LPG,D4F734,1149,53,72,05/13 →
1.5 Blue dCi 95,K9K872,1461,70,95,05/18 →
1.5 dCi,K9K,1491,55,75,05/13 →
1.5 dCi 90,K9K,1491,66,90,05/13 →
1.6,K7M,1598,61,83,05/13 → 08/16
1.6,K7M,1598,77,105,01/13 →
1.6,K7M,1598,75,102,04/15 →
1.6 16V,K4M 845,1598,78,106,12/13 →
