Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 T.S.,AR 67601,1598,88,120,05/96 → 12/97
"1.7 T.S. (A4D,A4H)",AR 67105,1748,85,115,04/93 → 04/96
1.7 T.S.,AR 67103,1748,83,113,04/93 → 04/96
1.8 T.S.,AR 67103,1773,95,129,02/92 → 06/93
1.8 T.S.,AR 67402,1756,77,105,02/92 → 04/96
1.8 T.S. 16V,AR 67106,1747,103,140,05/96 → 12/97
"1.8 T.S. Sport (A4A,C,E)",AR 67102,1773,93,127,02/92 → 04/96
1.9 TD (A3),AR 67501,1929,66,90,04/93 → 12/97
2.0 16V Turbo Q4,AR 67203,1995,140,190,02/92 → 04/96
"2.0 16V Turbo Q4 (A2B,C,E)",AR 67203,1995,137,186,02/92 → 04/96
2.0 T.S. (A2),AR 67201,1995,106,144,02/92 → 04/93
2.0 T.S. (A2A),AR 67202,1995,104,141,02/92 → 02/95
2.0 T.S. 16V (A2G),AR 67204,1970,110,150,03/95 → 12/97
2.5 TD (A1A),VM 07 B,2499,92,125,04/93 → 12/97
2.5 V6 (A1),AR 67301,2492,121,165,02/92 → 09/96
"2.5 V6 (A1C,A1E)",,2492,120,163,02/92 → 09/96
