Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3 (AF1/AM1),EA65,,45,61,03/79 → 08/84
1.3 (AC1/AN1),EA65,,45,61,08/84 → 12/93
1.6 (AB),EA71,1595,63,86,03/79 → 10/84
1.6 (AF2/AM2/3),EA71,1595,52,71,09/78 → 12/84
1.6 (AC2/AN2/3),EA71,,52,71,08/84 → 12/93
1.6,EA71,1595,55,74,11/84 → 09/91
1.8 (AB4/5/AF5),EA81,,60,82,10/80 → 12/84
1.8 (AM5/J5),EA81,1781,60,82,05/79 → 12/84
1.8 (AC4/AN4/5),EA82,,66,90,08/84 → 12/91
1.8 4WD,EA82,1782,72,98,01/88 → 12/90
1.8 4WD,EA82,1782,88,120,01/88 → 12/90
1.8 Ti (AC7/AG7),EA82T,,100,136,08/84 → 12/88
1.8 Ti Kat. (AC7/AK7),EA82T,,96,131,01/88 → 12/91
1.8i (AC5/AK5),EA82,,70,95,08/84 → 12/93
