Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3,131 B.000,1288,57,78,03/78 → 12/80
1.3 (S),131 A6.000,1297,40,55,10/74 → 09/81
1.3 Mirafiori,,1297,48,65,10/74 → 12/82
1.3 Panorama (AF),131 A6.000,1297,40,54,03/75 → 12/78
1.4,131C0.000/C1.000,1367,51,70,11/80 → 01/84
1.4 Super Mirafiori,131C1.000,1367,55,75,04/81 → 12/83
1.6 (S),131 A1.000,1574,55,75,10/74 → 09/81
1.6,131C2.000,1585,63,86,11/76 → 12/85
1.6 (A),131 B1.000,1574,72,98,03/79 → 03/82
1.6 CL Panorama (AF 1),131 A1.000,1585,55,75,03/75 → 12/78
1.6 Super,131 C3.000,1574,72,97,03/78 → 01/84
2.0 Abarth Rally,,1995,103,140,01/76 → 07/80
2.0 D,8144.65,1995,44,60,07/78 → 08/84
2.0 Racing,131 B2.000,1995,85,116,06/78 → 12/81
2.0 Super,131 C4.000,1995,83,113,01/81 → 12/84
2.5 D,8144.61,2428,53,72,06/78 → 12/84
2.5 D Super (AF),8144.61,2428,53,72,03/79 → 03/87
