Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 E Targa,901.11,1991,103,140,08/68 → 02/72
2.0 L,901.01/05,1991,96,130,01/63 → 08/67
2.0 L,,1991,110,150,08/67 → 11/68
2.0 L Targa,901,1991,96,131,11/64 → 11/68
2.0 S Targa,901.02,1991,118,160,07/66 → 11/68
2.0 S Targa,901.02,1991,125,170,07/66 → 02/72
2.0 T,901.13,1991,81,110,08/68 → 02/72
2.2 E Targa,911.04,2195,114,155,09/69 → 02/72
2.2 S Targa,911.02,2195,132,180,09/69 → 02/72
2.2 T,911,2179,92,125,01/70 → 12/72
2.3 T,911,2311,96,130,01/72 → 12/73
2.3 T,911,2341,103,140,08/71 → 12/73
2.4 E,911.62,2341,121,165,08/71 → 12/73
2.4 S,911.53/63,2341,140,190,08/71 → 01/76
2.7,911,2653,110,150,09/73 → 08/75
2.7,911,2653,121,165,09/75 → 06/77
2.7 S Carrera,911,2687,129,175,08/73 → 01/76
2.7 SC Carrera RS,911.83,2687,154,209,08/72 → 01/79
3.0 SC,930.10,2956,150,204,08/82 → 07/83
3.0 SC Carrera,930,2993,154,209,03/74 → 10/83
3.0 SC Carrera,930.02,2956,147,200,09/75 → 06/77
3.0 SC Carrera,930.03/13,2956,132,180,07/77 → 06/80
3.0 SC Carrera,930.09,2956,138,188,09/79 → 06/80
3.0 Turbo,930.50,2993,191,260,01/75 → 12/77
3.2 Carrera,930.25,3125,160,218,08/86 → 08/89
3.2 SC Carrera,930.20,3125,170,231,08/83 → 08/89
3.2 SC Carrera,930,3164,152,207,02/84 → 06/87
3.2 SC Carrera Cabrio,930.21,3125,152,207,10/84 → 08/89
3.3 SC Turbo,930.66,3258,221,301,09/77 → 08/89
3.3 Turbo,930.66,3258,221,300,09/77 → 11/90
3.3 Turbo S,930.60,3299,243,330,09/86 → 11/90
