Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V (AW11),4A-GELC,1576,85,116,11/84 → 06/90
1.6 16V (AW11),4A-GEL,1576,91,124,11/84 → 06/90
1.8 16V (ZZW30),1ZZ-FE,1794,103,140,12/99 → 09/05
2.0 16V (SW20),3S-GE,1998,115,156,12/89 → 05/00
2.0 16V (SW20),3S-GE,1998,125,170,12/89 → 05/00
2.0 16V (SW20),3S-GE,1998,129,175,12/89 → 05/00
2.0 Turbo,3S-GTE,1998,177,241,12/89 → 09/99
2.0i 16V DOHC Turbo (SW20),3S-GTE,1998,167,227,12/89 → 07/99
2.2,5S-FE,2164,100,136,01/92 → 05/95
