Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 (GT),G16B SOHC,1590,69,94,03/98 → 09/05
1.6,M16A,1586,78,106,10/05 → 02/15
1.9 DDiS,F9Q,1870,95,129,03/06 → 02/15
2.0 (GT),J20A DOHC,1995,94,128,03/98 → 09/05
2.0,J20A,1995,103,140,10/05 → 02/15
2.0 HDI (GT),Peugeot,1997,80,109,07/01 → 09/05
2.0 TD Intercooler (GT),RF,1998,64,87,03/98 → 08/01
2.4,,2393,124,169,10/08 →
2.5 V6 24V (FT),H25A DOHC,2493,106,144,04/98 → 09/05
2.5i V6 24V (FT),H25A,2493,116,158,07/03 → 09/05
2.7 V6 24V (XL7),H27A,2737,127,173,01/01 → 12/03
2.7 V6 24V (XL7),H27A,2737,136,184,11/03 → 08/08
3.2 V6,,3195,171,233,10/08 → 02/15
"3.6 (DA, DB (JX636))",N36A,3564,188,256,09/06 → 12/09
