Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 THP 130 (X74),EB2ADTS,1199,96,131,03/18 →
1.5 BlueHDi 130 (X74),DV5RC,1499,96,130,01/18 →
1.6 PureTech 180 (X74),EP6FADTXD,1598,133,180,04/18 →
1.6 PureTech 225 (X74),EP6FADTX,1598,165,225,01/18 →
1.6 THP 165 (X74),EP6FDT,1598,121,165,03/18 →
2.0 BlueHDi 180 (X74),DW10FC,1997,130,177,01/18 →
E-Tense 1.6 (X74),EP6FADTXHP,1598,165,224,05/21 →
E-Tense 1.6 (X74),EP6FADTXHP,1598,221,300,05/19 →
