Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.2 (44),"WC, KH",2144,100,136,08/83 → 07/84
2.2 (44),KU,2226,101,137,08/84 → 07/85
2.2 (43),"WC, WK",2144,100,136,10/79 → 09/82
2.2 Turbo (44),2B,2226,140,190,02/88 → 12/91
2.2 Turbo (43),"WJ, KJ, WS",2144,125,170,10/79 → 08/82
2.2 Turbo (44),1B,2226,147,200,02/88 → 12/91
2.2 Turbo (44),"KG, JY",2144,134,182,08/83 → 01/88
2.3 (44),NF,2309,100,136,11/86 → 09/91
2.3 Turbo (44),MC,2226,121,165,08/85 → 11/91
2.3 Turbo (44),3B,2226,162,220,03/89 → 12/90
