Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 (RB310 / SR410),Z10XEP,998,44,60,06/04 → 08/05
1.0 (EM),,996,48,65,02/98 → 06/00
1.0,G10A,993,39,53,07/01 → 12/06
1.2 (EM),K12A,1171,51,69,02/98 → 06/00
1.2i 16V,Z12XEP,1229,59,80,07/04 → 12/08
1.3 (MM),G13BB,1298,56,76,06/00 → 02/04
1.3 (MM),M13A VVT,1328,69,94,11/03 → 12/10
1.3 DDiS (MM),Z13DT,1248,51,70,11/03 →
