Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 Turbo 16,B202L,1985,132,180,01/93 → 06/94
2.0 Turbo 16,B204L,1985,136,185,07/93 → 05/98
2.0i,B204I,1985,96,131,07/93 → 05/98
2.0i,B206I,1985,98,133,12/93 → 02/98
2.3 16,B234I,2290,110,150,07/93 → 05/98
2.5 24 V6,B258I,2498,125,170,07/93 → 05/98
