Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.5 BlueHDi 100 (K0),DV5RUCD,1499,75,102,06/18 →
1.5 BlueHDi 120 (K0),DV5RUC,1499,88,120,06/18 →
1.6 BlueHDi 115 (K0),DV6FCU,1560,85,116,04/16 →
1.6 BlueHDi 90 (K0),DV6DU,1560,66,90,09/18 →
1.6 BlueHDi 95 (K0),DV6FDU,1560,70,95,04/16 →
2.0 BlueHDi 120 (K0),DW10FE,1997,90,122,04/16 →
2.0 BlueHDi 145 (K0),DW10FDDU,1997,106,144,08/21 →
2.0 BlueHDi 150 (K0),DW10FD,1997,110,150,04/16 →
2.0 BlueHDi 180 (K0),DW10FC,1997,130,177,04/16 →
e-Jumpy (K0),ZK01,,100,136,10/20 →
