Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 (Pick-up),XC7P,1618,46,63,01/80 → 06/87
"1.8 (M.., M03)",XM7,1796,58,79,01/71 → 06/83
1.8 (Pick-up),XM7,1796,53,72,07/87 → 12/89
"1.8 Break (F01, E01)",XM7,1796,54,73,04/71 → 07/86
1.9 D (M20),XD4x88,1948,40,54,03/73 → 07/86
"2.0 (A11, A13, MY1,)",106 (XN1),1971,71,97,03/71 → 06/86
2.0 (Coupé),,1971,75,102,10/74 → 08/82
2.0 (Coupé),XN2,1971,78,106,08/82 → 08/84
"2.0 Break (D11, F11)",XN1,1971,68,92,04/71 → 07/86
"2.0 Ti (A12, A14)",107 (XN2),1971,78,106,01/71 → 06/83
"2.1 D (A20, M20)",XD4x90,2112,48,65,02/71 → 07/86
"2.3 D (A40, A45)",134 (XD2),2304,51,69,07/75 → 07/86
2.7 V6,,2687,106,144,09/74 → 07/86
