Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.3 (MZ, SG)",M13A,1328,68,92,05/05 → 08/10
"1.3 DDis (MZ, SG)",Z13DT / D13A,1248,55,75,08/05 → 08/10
1.3 LPG (RS 413),M13A,1328,68,92,09/08 → 12/10
"1.5 (MZ, SG)",M15A,1490,75,102,05/05 → 08/10
"1.6 16V (MZ, SG)",M16A,1586,92,125,01/07 → 08/10
