Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 (G 10),CB 20,986,37,50,10/77 → 02/81
1.0 (G 10),CB 22,986,38,52,02/81 → 09/83
1.0 (G100),CB 90,993,41,56,04/89 → 12/92
1.0,EJ-VE,989,43,58,03/03 →
1.0 D (G101),CL 11,993,27,37,03/87 → 12/92
"1.0 D TS,CS (G30)",CL 10,993,27,37,10/83 → 03/87
1.0 GTi (G100),CB 80,993,74,101,03/87 → 12/92
1.0 TD (G30),CL 60,993,34,46,02/85 → 03/87
1.0 TD (G101),CL 61,993,35,48,03/87 → 12/92
"1.0 TG,TS,CS (G100)",CB 23,993,38,52,03/87 → 12/92
"1.0 TG,TS,TX,CX,CS (G11)",CB 22,993,38,52,10/83 → 03/87
"1.0 TS,CS (G100)",CB 90,993,40,54,11/90 → 12/92
1.0 Turbo (G11),CB 60,993,50,68,10/83 → 03/87
1.0 Turbo (G100),CB 61,986,50,68,03/87 → 10/90
"1.1 (G200, G202)",CB 22,993,38,52,09/94 → 03/96
1.3 (G200),HC,1296,44,60,09/96 → 11/99
1.3 16V (G200),HC,1296,62,84,01/93 → 11/99
1.3 16V (G200),,1296,55,75,05/96 → 11/99
1.3i (G102),HCE,1296,66,90,06/88 → 01/93
1.5 (G200),HE,1499,55,75,09/96 → 11/99
1.5 16V (G200),HE-E,1499,66,90,08/94 → 11/99
1.6 GTi (G200),HD-E,1590,77,105,03/93 → 11/99
