Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 (936),AR 34103,,114,155,10/98 → 10/00
2.0 T.S. (936),AR 36301,1970,110,150,10/00 → 06/07
2.0 V6 (936),AR 34102,1996,151,205,09/98 → 10/00
2.4 JTD (936),,2387,110,150,03/02 → 10/03
2.4 JTD (936),AR 36202,2387,103,140,10/00 → 05/02
2.4 JTD (936),,2387,120,163,09/03 → 06/07
2.4 JTD (936),AR 34202,,100,136,10/98 → 10/00
2.4 JTD 20V (936),,2387,129,175,09/03 → 06/07
2.4 JTD 20V (936),,2387,132,180,07/06 → 06/07
2.5 V6 24V (936),AR 36201,2492,138,188,10/00 → 06/07
2.5 V6 24V (936),AR 34201,,140,190,10/98 → 10/00
3.0 V6 24V (936),AR 34301,,166,226,10/98 → 10/00
3.0 V6 24V (936),AR 36101,2959,162,220,10/00 → 10/03
3.2 V6 24V (936),,,176,240,09/03 → 06/07
