Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
4.5 (450 (FZJ80_)),1FZ-FE,4477,151,205,09/95 → 12/97
4.7i V8 (UZJ100),2UZ-FE,,172,234,01/98 → 12/07
4.7i V8 (UZJ100),2UZ-FE,,202,275,01/02 → 12/07
4.7i V8 (UZJ100),2UZ-FE,,197,268,01/98 → 03/08
450d (VDJ201_),1VD-FTV,4461,200,272,09/15 →
5.7i V8 (URJ200),3UR-FE,,270,367,01/07 →
5.7i V8 (URJ200),3UR-FE,,282,383,01/07 →
