Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"414 1.4 GSI,SI",14 K4F,1396,76,103,01/93 → 03/00
"414 1.4 GSI,SI",14 K4D,1396,66,90,04/90 → 04/95
414 1.4 i 16V,K 16,1396,70,95,04/90 → 04/95
416 1.6 GSI,D 16 Z2,1590,82,112,04/90 → 04/95
416 1.6 GTI,D 16 A8,1590,90,122,04/90 → 11/98
416 1.6i (XW),D 16 Z2,1590,82,112,05/94 → 11/98
416 GSI/GSE,ZC4,1590,85,116,04/90 → 04/95
416 GTI/GTE,ZC2,1590,96,131,04/90 → 04/95
418 1.8 D (XW),PSA XUD7TE,1769,49,67,09/91 → 04/95
418 1.8 D,XUD 7TE,1769,49,67,09/91 → 04/95
"418 1.8 SLD,GSD",XUD 7TE,1769,65,88,09/91 → 11/98
"420 2.0 GSI,SLI,GTI,Vitesse",T 16,1994,100,136,01/93 → 11/98
"420 2.0 GTI,GSI,Vitesse",T 16,1994,103,140,02/92 → 04/95
420 2.0 Turbo,T 16 Turbo,1994,147,200,01/93 → 04/95
