Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.6 JTD, 1.6 Multijet 90","DV6UTED4, DV6UC, DV6DU",1560,66,90,01/07 →
2.0 D,DW10BTED4,1997,103,140,01/07 →
2.0 JTD 120,DW10UTED4,1997,88,120,01/07 →
2.0 JTD 140,DW10BTED4,1997,100,136,01/07 →
"2.0 JTD 165, Multijet 165",DW10CTED4,1997,120,163,07/10 →
2.0 Multijet 130,DW10CE E5,1997,94,128,08/11 →
