Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
E 200 (207),M 274.920,1991,135,184,04/13 → 12/16
E 200 CGI BlueEFFICIENCY (207),M 271.820,1796,135,184,02/10 → 12/16
E 220 CDI BE/BlueTEC (207),OM 651.911,2143,125,170,02/10 → 12/16
E 250 (207),M 274.920,1991,155,211,04/13 → 12/16
E 250 CDI BE/BlueTEC (207),OM 651.911,2143,150,204,09/09 → 12/16
E 250 CGI BlueEFFICIENCY (207),M 271.860,1796,150,204,09/09 → 12/16
E 300 CGI BlueEFFICIENCY (207),M 276.957,3498,185,252,05/11 → 12/16
E 320 (207),M 276.820,2996,200,272,07/14 → 12/16
E 350 (207),M 272.988,3498,200,272,05/11 → 12/11
E 350 CDI BlueEFFICIENCY (207),OM 642.852/858,2987,195,265,05/11 → 12/13
E 350 CDI BlueEFFICIENCY (207),OM 642.836,2987,170,231,05/09 → 12/11
E 350 CDI BlueTEC (207),OM 642.838,2987,185,252,04/13 → 12/16
E 350 CDI BlueTEC (207),OM 642.838,2987,190,258,05/14 → 12/16
E 350 CGI BlueEFFICIENCY (207),M 276.957,3498,225,306,01/11 → 12/16
E 350 CGI BlueEFFICIENCY (207),M 272.983,3498,215,292,05/09 → 12/14
E 400 (207),M 276.820/850,2996,245,333,04/13 → 12/16
E 500 (207),M 273.971,5461,285,387,05/09 → 09/11
E 500 BlueEFFICIENCY (207),M 278.922,4633,300,408,09/11 → 12/16
