Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 HDi,DW10TD,1997,62,84,02/02 → 06/06
2.0 i,XU10J2,1998,81,110,02/02 → 06/06
2.0 i Bipower,XU10J2,1998,70,95,02/02 → 06/06
2.2 HDi,DW12TED,2179,74,100,02/02 → 06/06
2.8 HDi 127,Sofim 2800 HDI,2800,94,127,02/02 → 06/06
2.8 HDi 146,Sofim 2800 HDI,2800,107,146,04/04 → 06/06
