Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 dCi 115,R9M,1598,84,115,05/16 →
1.6 dCi 120,R9M,1598,89,121,05/16 →
1.6 dCi 125,R9M,1598,92,125,05/16 →
1.6 dCi 140,R9M,1598,107,145,05/16 →
1.6 dCi 95,R9M,1598,70,95,05/16 →
2.0 dCi 110 (X82),"M9R 714, 717",1997,81,110,05/21 →
2.0 dCi 120 (X82),M9R 710,1997,88,120,07/19 →
2.0 dCi 130 (X82),M9R 714,1997,96,131,11/21 →
2.0 dCi 145 (X82),M9R 710,1997,107,145,07/19 →
2.0 dCi 150 (X82),M9R 714,1997,110,150,05/21 →
2.0 dCi 170 (X82),M9R 710/714,1997,125,170,07/19 →
