Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6i 16V,182 A4.000,1581,76,103,09/99 → 10/05
1.8i 16V,839 A4/7/9.000,1747,96,131,09/99 → 10/05
1.9 JTD,,1910,85,115,04/01 → 10/05
1.9 JTD,AR 32302,1910,77,105,09/99 → 02/01
1.9 JTD,AR37101,1910,81,110,12/00 → 06/01
2.0i 20V,,1998,113,154,09/99 → 12/00
2.0i 20V,185A8.000,1998,110,150,01/01 → 10/05
2.4 JTD,839A5.000/AR32501,2367,98,134,09/99 → 12/00
2.4 JTD,839A6.000,2387,103,140,12/00 → 06/02
2.4 JTD,839A5.000,2387,99,135,10/00 → 02/01
2.4 JTD,841C.000,2387,110,150,05/02 → 10/05
