Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V (Club Racer),1ZR-FAE,1596,104,142,03/11 →
1.6 16V,1ZR-FAE,1596,100,136,06/07 →
1.8 16V (Mk. II),Rover K-Ser.,1796,90,122,11/00 → 12/03
1.8 16V (340R),Rover K-Ser.,1796,130,177,11/99 → 12/00
1.8 16V (Mk. I),Rover K-Ser.,1795,88,120,03/96 → 12/00
1.8 16V (111/111S),Rover K1.8 VVC,1795,116,158,06/02 → 12/03
1.8 16V (111/111S),Rover K-Ser. VVC,1795,107,145,04/99 → 12/00
