Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.9 TDI,AHU/ANU/1Z,1896,66,90,02/96 → 05/06
1.9 TDI,"AFN, AVG",1896,81,110,08/97 → 05/00
1.9 TDI,AUY,1896,85,115,04/00 → 05/06
1.9 TDI,ASZ,1896,96,130,10/02 → 05/06
1.9 TDI,BTB,1896,110,150,02/05 → 05/06
2.0i,"NSE, ZVSA",1998,85,116,11/95 → 05/06
2.3 16V,Y5B,2295,107,146,01/97 → 05/06
2.3 16V,Y5B,2295,103,140,09/01 → 05/06
2.8i V6,AAA,2792,128,174,11/95 → 05/00
2.8i V6,AYL,2792,150,204,06/00 → 05/06
2.8i V6 4x4,AAA,2792,128,174,04/96 → 05/00
