Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
B 160 (W247.082),M 282.914,1332,80,109,04/19 →
B 160 d (W247.002),OM 608.915,1461,70,95,05/19 →
B 180 (W247.084),M 282.914,1332,100,136,12/18 →
B 180 Mild-Hybrid (W247.084),M 282.814,1332,100,136,11/22 →
B 180 d (W247.003),OM 608.915,1461,85,116,12/18 →
B 180 d (W247.010),"OM 654.820, OM 654.920",1950,85,116,10/20 →
B 200 (W247.087),M 282.914,1332,110,150,01/19 →
B 200 (W247.087),M 282.914,1332,120,163,12/18 →
B 200 Mild-Hybrid (W247.087),M 282.814,1332,120,163,11/22 →
B 200 d (W247.012/013),OM 654.920,1950,110,150,12/18 →
B 220 (W247),M 260.920,1991,140,190,04/19 →
B 220 Mild-Hybrid (W247),M 260.920,1991,140,190,10/22 →
B 220 d (W247.014/015),OM 654.920,1950,140,190,12/18 →
B 250 (W247),M 260.920,2500,165,224,02/19 →
B 250 Mild-Hybrid (W247),M 260.920,2500,165,224,10/22 →
B 250 e (W247.086),M 282.814/914,1332,160,218,07/20 →
