Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 TDCi,,1997,120,163,05/10 → 11/14
2.0 TDCi,Duratorq DI 2.0,1997,100,136,05/08 → 04/10
2.0 TDCi,,1997,103,140,05/10 → 11/12
2.5 Turbo,,2521,147,200,11/08 → 11/14
