Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 HDi 110,DV6TED4,1560,80,109,11/04 → 05/08
1.8 16V,6FZ (EW7J4),1749,85,116,02/01 → 10/04
1.8 16V,6FZ (EW7J4),1749,85,116,11/04 → 10/05
1.8 16V,EW7A / EW7J4,1749,92,125,11/05 → 05/08
2.0 16V,EW10J4,1998,100,136,12/00 → 10/04
2.0 16V,EW10A,1998,103,140,11/04 → 05/08
2.0 16V HPi,EW10D,1998,103,140,12/00 → 10/04
2.0 HDi 110,RHZ/RHS (DW10ATED),1997,79,107,12/00 → 10/04
2.0 HDi 135,DW10BTED4,1997,100,136,11/04 → 05/08
2.0 HDi 90,RHX (DW10TD),1997,66,90,12/01 → 10/04
2.2 HDi,DW12ATED,2179,98,133,12/00 → 10/04
2.2 HDi,DW12TED4,2179,98,133,11/04 → 05/08
2.2 HDi,4HP (DW12BTED4),2179,120,163,05/06 →
2.2 HDi Biturbo FAP,DW12BTED4 PF,2179,125,170,02/06 → 05/08
3.0 V6,XFX (ES9J4S),2946,152,207,12/00 → 10/04
3.0 V6,XFV (ES9A),2946,152,207,11/04 → 05/08
