Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4,,1395,44,60,01/89 → 12/96
1.4 IE,,1395,55,75,01/76 → 07/02
1.6,,1581,66,90,01/88 → 12/96
1.6,,1581,55,75,01/88 → 12/96
1.6 IE,,1581,63,85,01/97 → 07/02
1.6 S,,1581,59,80,01/80 → 12/03
