Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
18i (E89),N20B20,1997,115,156,03/13 → 08/16
20i (E89),N20 B20A,1997,135,184,09/11 → 08/16
23i (E89),N52 B25,2497,150,204,05/09 → 08/11
28i (E89),N20 B20A,1997,180,245,09/11 → 08/16
30i (E89),N52 B30A,2996,190,258,05/09 → 08/11
35i (E89),N54 B30A,2979,225,306,05/09 → 08/16
35is (E89),N54 B30A,2979,250,340,03/10 → 08/16
