Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3 D (Multijet),16V DOHC,1248,68,93,09/09 →
1.3 JTD,,1242,66,90,06/07 →
1.4 8V,,1368,57,77,06/07 →
1.4 Turbo T-Jet,198 A4.000,1368,88,120,09/07 →
1.6 M-Jet 16V,,1598,77,105,06/09 →
1.6 MPI 16V,Tritec,1598,81,110,09/09 →
