Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
211 CDI (910),"OM 651.950, OM 651.958",2143,84,114,02/18 →
211 CDI (910),OM 651.950,2143,84,114,02/18 →
211 CDI (907),OM 651.958,2143,84,114,02/18 →
"211 CDI (907, 910)",OM 654.920,1950,84,114,06/20 →
214 CDI (910),"OM 651.950, OM 651.958",2143,105,143,02/18 →
214 CDI (907),OM 651.958,2143,105,143,02/18 →
"215 CDI (907, 910)",OM 654.920,1950,110,150,06/20 →
216 CDI (907),OM 651.958,2143,120,163,02/18 →
"217 CDI (907, 910)",OM 654.920,1950,125,170,06/20 →
"219 CDI (907, 910)",OM 642,2987,140,190,05/18 →
311 CDI (910),"OM 651.950, OM 651.958",2143,84,114,02/18 →
311 CDI (907),OM 651.958,2143,84,114,02/18 →
"311 CDI (907, 910)",OM 654.920,1950,84,114,06/20 →
314 CDI (910),"OM 651.950, OM 651.958",2143,105,143,02/18 →
314 CDI (907),OM 651.958,2143,105,143,02/18 →
"315 CDI (907, 910)",OM 654.920,1950,110,150,06/20 →
316 CDI (907),OM 651.958,2143,120,163,02/18 →
"317 CDI (907, 910)",OM 654.920,1950,125,170,06/20 →
317 CDI (910),OM 651.958,2143,125,170,02/18 →
318 CDI (910),OM 651.958,2143,130,177,02/18 →
"319 CDI (907, 910)",OM 642,2987,140,190,05/18 →
"319 CDI (907, 910)",OM 654.920,1950,140,190,10/21 →
411 CDI (910),"OM 651.950, OM 651.958",2143,84,114,02/18 →
411 CDI (907),OM 951.958,2143,84,114,02/18 →
"411 CDI (907, 910)",OM 654.920,1950,84,114,10/21 →
414 CDI (910),"OM 651.950, OM 651.958",2143,105,143,02/18 →
414 CDI (907),OM 651.958,2143,105,143,02/18 →
"415 CDI (907, 910)",OM 654.920,1950,110,150,10/21 →
416 CDI (907),OM 651.958,2143,120,163,02/18 →
"417 CDI (907, 910)",OM 654.920,1950,125,170,06/20 →
417 CDI (910),OM 651.958,2143,125,170,02/18 →
"419 CDI (907, 910)",OM 654.920,1950,140,190,10/21 →
"419 CDI (907, 910)",OM 642,2987,140,190,05/18 →
511 CDI (907),OM 651.958,2143,84,114,02/18 →
514 CDI (907),OM 651.958,2143,105,143,02/18 →
"515 CDI (907, 910)",OM 654.920,1950,110,150,10/21 →
516 CDI (907),OM 651.958,2143,120,163,02/18 →
"517 CDI (907, 910)",OM 654.920,1950,125,170,10/21 →
519 CDI (907),OM 642,2987,140,190,05/18 →
"519 CDI (907, 910)",OM 654.920,1950,140,190,10/21 →
eSprinter (907),EM 780.703,,85,116,02/20 →
