Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 DI Turbodiesel,D3FA,1998,55,75,08/00 → 07/06
2.0 DI Turbodiesel TDE,ABFA,1998,74,100,08/00 → 07/06
2.0 DI Turbodiesel TDE,,1998,63,85,08/00 → 07/06
2.0 DI Turbodiesel TDE / TDCi,,1998,92,125,07/02 → 07/06
2.3 16V,E5FA,2295,107,145,01/00 → 07/06
2.3 BiFuel,E5FC,2295,105,143,03/01 → 03/06
2.4 DI Turbodiesel,Duratorq,2402,55,75,01/00 → 07/06
2.4 DI Turbodiesel TDE,Duratorq D2FA/FE,2402,66,90,01/00 → 07/06
2.4 DI Turbodiesel TDE,Duratorq D4FA,2402,88,120,01/00 → 07/06
2.4 DI Turbodiesel TDE,Duratorq,2402,92,125,11/01 → 07/06
2.4 DI Turbodiesel TDE/TDdi,Duratorq,2402,85,115,03/04 → 07/06
2.4 TDCi Turbodiesel,Duratorq,2402,101,137,03/04 → 07/06
