Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
0.9,09 NCA,903,29,40,02/87 → 12/96
0.9 (KAT),09 NCB,903,29,40,01/90 → 12/95
0.9,,903,29,39,01/87 → 12/96
1.3 D,MN,1272,33,45,03/90 → 12/94
1.4 D,1 W,1398,35,48,10/90 → 12/95
