Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,,1998,115,156,08/07 → 12/11
2.0 CRD,,1968,103,140,08/07 → 12/11
2.4,ED3,2360,129,175,08/07 → 12/14
2.7,EER,2736,137,186,09/07 → 12/11
3.6,,3605,211,287,01/12 → 12/14
