Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 TCe 115,H5D,999,84,114,10/20 →
1.2 TCe 100,H5F 408,1197,74,101,12/15 →
1.2 TCe 130,H5F 408,1197,97,132,12/15 →
1.3 TCe 100,H5H,1332,75,102,08/18 →
1.3 TCe 115,"H5H 450, H5H 470",1332,85,116,01/18 →
1.3 TCe 120,,1332,89,121,09/20 →
1.3 TCe 140,"H5H 450, H5H 470",1332,103,140,01/18 →
1.3 TCe 160 (B9M8),"H5H 450, H5H 470",1332,117,159,07/18 →
1.5 Blue dCi 115,"K9K 872, K9K 873",1461,85,116,08/18 →
1.5 Blue dCi 95,K9K 872,1461,70,95,08/18 →
1.5 dCi 110,K9K 676,1461,81,110,12/15 →
1.5 dCi 90,K9K 656,1461,66,90,12/15 →
1.6 16V,H4M,1598,84,114,12/15 →
1.6 E-Tech 160 (HF),H4M,1598,116,158,05/20 →
1.6 TCe 165,M5M 450,1618,121,165,07/17 →
1.6 TCe 205,M5M 450,1618,151,205,12/15 →
1.6 dCi 130,R9M 409,1598,96,131,12/15 →
1.6 dCi 165,R9M,1598,120,163,04/16 →
1.8 Blue dCi 150,R9N 401,1749,110,150,02/19 →
1.8 RS 300 (B9M8),M5P 404,1798,221,300,09/18 →
1.8 RS TCe 280 (B9M6),M5P 402,1798,205,279,10/17 →
