Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.5 TDI,AFB/AKN,2496,110,150,07/97 → 09/02
2.5 TDI,AKE,2496,131,180,04/00 → 09/02
2.8,AAH,2771,128,174,03/94 → 03/96
2.8,AEJ,2771,120,164,07/95 → 09/02
2.8 V6,ACK/ALG/AMX/APR/AQD,2771,142,193,04/96 → 09/02
3.3 TDI,AKF,3328,165,225,09/99 → 09/02
3.7,AEW/AKJ,3697,169,230,07/95 → 09/02
3.7 V8 40V,AKC/AQG,3697,191,260,10/98 → 09/02
4.2,ABZ,4172,220,299,03/94 → 07/96
4.2,AEM,4172,180,245,03/94 → 07/96
4.2 S8,AHC/AKH,4172,250,340,07/96 → 09/02
4.2 S8,AQH/AVP,4172,265,360,05/99 → 09/02
4.2 V8,ARU/AVN,4172,175,239,05/99 → 09/02
4.2 V8,"AQF, AUW",4172,228,310,10/98 → 09/02
6.0 W12,AZC,5998,308,420,05/01 → 09/02
