Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 (AZG/AZH),K12B,1242,69,94,09/10 →
1.2 Dual-Jet (AZG/AZH),K12B,1242,66,90,07/14 →
1.3 DDis (AZG),D13A,1248,55,75,09/10 →
1.4 (AZH),K14B,1372,70,95,02/11 → 03/13
1.6 (AZG/AZH),M16A,1586,100,136,01/12 →
