Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.0 (EA, AH, AJ)",G10A,986,37,50,03/89 → 12/93
"1.0i (EA, AH, AJ)",G10A,993,40,53,02/91 → 02/96
1.0i (MA),G10A,993,39,53,01/95 → 05/05
1.3,,1298,63,86,06/01 → 12/03
"1.3 / 1.3 4WD (EA, AH, AJ)","G13A, G13BA",1298,51,69,03/89 → 12/96
"1.3 GTi (EA, AH, AJ)",G13B,1298,74,101,03/89 → 12/96
"1.3i (EA, AH, AJ)",G13B,1298,50,68,09/91 → 12/96
1.3i (MA),G13B,1298,50,68,08/94 → 05/05
"1.6 / 1.6 4WD (EA, AH, AJ)",G16B,1590,70,95,11/89 → 12/93
1.6i (MA),G16B,1590,68,92,09/94 → 05/05
"1.6i / 1.6i 4WD (EA, AH, AJ)",G16B,1590,68,92,01/90 → 12/96
