Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
211 1.1,,1120,44,60,01/98 → 03/00
"213 1.3 ,S (XH)",EV 2,1332,54,73,09/85 → 09/89
214 1.4,14 K2D,1396,55,75,09/90 → 10/95
"214 1.4 GSi,Si",14 K4F,1396,76,103,12/92 → 03/00
214 1.4 Si,,1396,76,103,02/96 →
"214 1.4 Si,GSi",14 K4C/D,1396,66,90,10/89 → 11/99
214 1.4 i,,1396,55,75,02/96 → 03/00
"214 GSi,Si",,1396,70,95,01/90 → 10/95
216 1.6 (XH),,1576,61,83,03/85 → 09/89
216 1.6 GSi,D 16 Z2,1590,82,112,10/89 → 10/95
216 1.6 GTi,D 16 A8,1590,90,122,09/90 → 11/99
216 1.6 Si,16K,1588,82,112,02/96 → 03/00
216 1.6 Vitesse (XH),16 H,1576,75,102,03/85 → 09/89
216 1.6i 16V Cabrio,16K4F,1588,82,111,01/96 → 11/99
216 GSi,,1590,85,116,10/89 → 10/95
216 GTi,,1590,96,130,09/90 → 10/95
218 1.8 K Vi,18K4K (VVC),1905,107,145,02/96 → 03/00
"218 1.8 SLD,GSD",XUD 7TE,1769,65,88,09/91 → 10/95
218 D,,1905,52,71,09/91 → 10/95
"220 2.0 D,SD",,1994,63,86,02/96 → 03/00
220 2.0 GTi,T 16.4,1994,103,140,09/91 → 10/95
220 2.0 GTi,T 16,1994,100,136,01/93 → 06/99
220 2.0 SDi,,1994,77,105,02/96 → 03/00
220 2.0 Turbo,20 T4G,1994,147,200,01/93 → 06/99
