Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 TFSI quattro (4M),"CVJA, CYMC, CYRB, DMFB",1984,185,252,08/15 →
3.0 TDI 45 Mild Hybrid quattro (4M),DHXC,2967,170,231,07/18 → 12/19
3.0 TDI 50 Mild Hybrid quattro (4M),DHXA,2967,210,286,07/18 → 12/19
3.0 TDI quattro (4M),CRTC,2967,200,272,01/15 → 12/19
3.0 TDI quattro (4M),CVMD,2967,183,249,06/15 →
3.0 TDI quattro (4M),"CZZA, CZZB",2967,160,218,06/15 → 12/19
3.0 TDI quattro / e-tron (4M),"CUEA, CVZA",2967,190,258,06/15 → 12/19
3.0 TFSI quattro (4M),CREC,2995,245,333,01/15 → 12/19
4.0 TDI SQ7 quattro (4M),"CZAC, DMVA",3956,320,435,04/16 → 12/19
4.0 TDI SQ7 quattro (4M),DCDB,3956,310,421,07/16 →
55 TFSI Mild Hybrid (4M),DCBD,2995,250,340,07/19 →
55 TFSI e Quattro (4M),,2995,280,381,11/19 →
60 TFSI e Quattro (4M),DCBE,2995,335,455,11/19 →
SQ7 TFSi (4M),DCUE,3996,373,507,02/20 →
