Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 (119/223),223A5.000,1242,48,65,11/00 →
1.3 JTD (119/223),,1251,51,70,04/04 → 12/05
1.3 Multijet 16V JTD (119/223),,1248,55,75,11/05 → 01/10
1.3 Multijet 16V JTD (119/223),,1248,62,85,11/05 →
1.4 8V (119/223),,1369,57,77,10/05 →
1.6 16V (119/223),182.A4.000 /182.B6.000,1581,76,103,01/01 →
1.6 Natural Power (119/223),182.A4.000 /182.B6.000,1596,68,92,02/04 → 07/09
1.9 D (119/223),,1910,46,63,11/00 →
1.9 JTD (119/223),182.B4.000,1910,74,100,01/01 →
1.9 JTD 105 (119/223),,1910,77,105,07/03 →
1.9 JTD 120 (119/223),,1910,88,120,11/05 →
