Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.5 TDI,"BLK, BPD",2461,120,163,05/03 → 04/10
2.5 TDI,"BAC, BPE",2461,128,174,05/03 → 04/10
3.0 TDI V6,"BKS, CATA",,165,225,11/04 → 04/10
3.0 TDI V6,"BUN, CASB",,155,211,04/06 → 04/10
3.0 TDI V6,"CARA, CASA, CASC",,176,240,11/07 → 04/10
3.2 V6,"AZZ, BAA, BKJ, BMV, BMX",,162,220,11/02 → 04/10
3.2 V6,"BMV, BMX, BKJ, BRJ",3189,177,241,09/03 → 04/10
3.6 FSI,BHK,3597,206,280,10/05 → 04/10
4.2 V8,"AXQ, BHX",,228,310,05/03 → 04/10
4.2 V8 FSI,BAR,,257,350,01/07 → 04/10
5.0 TDI V10,"AYH, BLE",4921,230,313,11/02 → 04/10
5.0 TDI V10 R50,CBWA,4921,258,350,10/07 → 04/10
6.0 W12,BJN,5998,316,430,10/04 → 04/10
6.0 W12 Sport Edition,"BTT, CFRA",5998,331,450,03/05 → 04/10
