Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,,1998,190,258,03/19 →
2.0,"B48L, B48B20B",1998,145,197,03/19 →
2.8i 24V (MA61),5M-GE,2740,125,170,01/83 → 11/87
3.0 (JZA80_),2JZ-GE,2997,165,224,05/93 → 10/99
3.0 24V (MA70),7M-GE,2933,150,204,01/86 → 08/88
3.0 24V (JZA80),2JZ-GTE,2997,243,330,05/93 → 10/98
3.0 GR,B58B30C,2998,250,340,03/19 →
3.0 Turbo (MA70),7M-GTE,2954,173,235,09/87 → 04/93
3.0 Turbo (MA70),7M-GTE,2954,175,238,08/88 → 05/93
