Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1600,,1585,66,90,04/81 → 12/85
1600,132 D.000,1585,72,98,04/81 → 03/87
2000,132 C2.000,1995,83,113,06/78 → 12/85
2000 Volumex,,1995,99,135,06/84 → 07/85
2000 i.e.,132 C3.000,1995,90,122,06/81 → 07/86
2500 D,8144.61,2429,53,72,06/81 → 11/85
2500 TD,8144.61.500.81,2428,66,90,07/83 → 08/85
