Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 D165 MHEV (L560),AJ21D4,1997,120,163,02/21 →
2.0 D180 (L560),204DTD,1999,132,180,03/17 →
2.0 D200 MHEV (L560),AJ20D4,1999,150,204,07/20 →
2.0 D240 (L560),204DTA,1999,147,240,03/17 →
2.0 P250 (L560),204PT,1997,184,250,03/17 →
2.0 P300 (L560),204PT,1997,221,300,03/17 →
2.0 P400 Hybrid (L560),PT204,1997,297,404,07/20 →
3.0 D275 (L560),306DT,2993,202,275,04/18 →
3.0 D300 MHEV,AJ20D6,2997,221,300,07/20 →
3.0 D300 V6 (L560),306DT,2993,221,300,03/17 →
3.0 P380 V6 (L560),30HD0D,2995,280,380,03/17 →
3.0 P400 MHEV,AJ20P6,2995,294,400,07/20 →
