Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
190 (W201),M 102.921,1996,66,90,10/82 → 10/84
190 (W201),M 102.924,1996,77,105,09/84 → 05/90
190 (W201),M 102.924 (KAT),1996,75,102,01/86 → 05/90
190 D (W201),"OM 601.911, OM 601.921",1997,53,72,08/83 → 08/89
190 D (W201),OM 601.911,1997,55,75,08/89 → 08/93
190 D 2.5 (W201),OM 602.911,2497,66,90,04/85 → 08/93
190 D 2.5 (W201),OM 602.911,2497,69,94,08/89 → 08/93
190 D 2.5 Turbo (W201),OM 602.961,2497,90,122,02/88 → 08/93
190 D 2.5 Turbo (W201),OM 602.961,2497,93,126,02/88 → 08/93
190 E (W201),M 102.961,1996,90,122,10/82 → 06/93
190 E (W201),M 102,1996,93,126,10/82 → 06/93
190 E (W201),M 102.962 (KAT),1996,87,118,09/84 → 08/93
190 E (W201),M 102.961,1996,83,113,02/85 → 12/86
190 E (W201),M 102.962,1996,85,116,02/85 → 12/86
190 E 1.8 (W201),M 102.910,1791,80,109,04/90 → 08/93
190 E 2.3 (W201),M 102.985,2298,97,132,09/86 → 08/91
190 E 2.3 (W201),M 102.985,2298,100,136,10/86 → 08/93
190 E 2.3-16 (W201),M 102.983,2298,136,185,04/84 → 01/87
190 E 2.3-16 (W201),M 102.983 (KAT),2298,125,170,09/85 → 12/87
190 E 2.3-16 (W201),M 102.983,2298,130,177,09/85 → 08/88
190 E 2.5-16 (W201),M 102.990,2498,150,204,09/88 → 08/93
190 E 2.5-16 (W201),M 102.990/991,2498,143,194,03/89 → 08/93
190 E 2.6 (W201),M 103.942,2597,122,166,09/86 → 08/93
190 E 2.6 (W201),M 103.942 (KAT),2597,118,160,09/86 → 08/93
190 E Evolution II (W201),M 102.992,2498,173,235,05/90 → 08/93
2.6,M 103.942,,118,160,10/82 → 09/88
