Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 (718 / 982C),"MDD.PB, DNYA, DPGB",1988,220,300,05/16 →
2.0 T (718),"MDD.PB, DDP",1988,220,300,02/19 →
2.5 GTS (718 / 982C),MDJ.UA,2497,269,365,11/17 →
2.5 S (718 / 982C),MDD.NC,2497,257,350,05/16 →
2.7 (987),M 97.20,2687,180,245,07/06 → 02/09
2.7 (981C),MA1.22,2706,202,275,01/13 →
2.7 (981),MA1.22,2706,155,211,03/13 →
2.9 (987),MA1.20,2893,195,265,02/09 → 12/12
2.9 (987),MA1.20,2893,155,211,02/09 → 06/13
3.4 GTS (981C),MA1.23 I011,3436,250,340,04/14 →
3.4 R (987),MA1.22,3436,243,330,01/11 → 12/12
3.4 S (987),M 97.21,3387,217,295,11/05 → 02/09
3.4 S (987),MA1.21,3436,235,320,02/09 → 12/12
3.4 S (981C),MA1.23,3436,239,325,01/13 →
3.4 S Sport (987),M 97.21,3387,223,303,09/08 → 02/09
3.8 GT4 (981C),MDB.XA,3800,283,385,01/15 →
4.0 GT4 (982),DKDA,3995,309,420,07/19 →
GTS 4.0 (718 / 982),"DKDC, DKDD",3995,294,400,01/19 →
