Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.7 (V6),,,,,
3.5 SE (V6),,3500,188,255,01/06 →
3.6 (V6),ERB,3605,218,296,09/11 → 12/14
5.7,EZH,5654,276,375,09/10 →
5.7 Flexfuel,EZH,5654,276,375,09/10 → 12/14
6.4 SRT8,ESG,6417,351,477,09/11 →
