Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
735i Mild-Hybrid (G70),,2998,210,280,07/22 →
740d Mild-Hybrid (G70),,2993,210,286,07/22 →
740i Mild-Hybrid (G70),,2998,280,381,07/22 →
750e Plug-in Hybrid (G70),,2998,360,489,07/22 →
760i (G70),,4395,400,544,07/22 →
760i Mild-Hybrid (G70),S68B44A,4395,400,544,07/22 →
M 760e Plug-in Hybrid (G70),,2998,420,571,07/22 →
i7 (G70),,,400,544,07/22 →
i7 M70,XE2,,485,659,07/23 →
