Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 TFSI,CBZB,1198,77,105,12/09 → 05/13
1.4 TFSI,CZCC,1395,85,116,02/16 →
1.4 TFSI,"CAXC, CMSA",1390,92,125,09/07 → 05/13
1.6,"BGU, BSE, BSF, CCSA, CMXA",,75,102,05/03 → 03/13
1.6 FSI,"BAG, BLF, BLP",,85,115,09/03 → 09/07
1.6 TDI,CAYB,1598,66,90,05/09 → 03/13
1.6 TDI,CAYC,1598,77,105,05/09 → 05/13
1.8 TFSI,"BYT, BZB, CDAA",1798,118,160,11/06 → 05/13
1.9 TDI,"BKC, BLS, BXE",,77,105,05/03 → 09/09
2.0 FSI,"AXW,BLR/X/Y/MB/VY/VZ",,110,150,05/03 → 06/08
2.0 TDI,"AZV, CBAA , CFFA",,100,136,05/03 → 08/12
2.0 TDI,"BKD, BMM, CBAB, CFFB, CLJA",1968,103,140,05/03 → 03/13
2.0 TDI,"BMN, CBBB, CFGB",,125,170,03/06 → 03/13
2.0 TDI,BUY,,120,163,06/06 → 06/08
2.0 TFSI,"AXX,BPY,BWA,CAWB,CBFA,CCTA/ZA",1984,147,200,09/04 → 05/13
2.0 TFSI (S3),"BHZ, CDLA",1984,195,265,11/06 → 03/13
2.0 TFSI (S3),"BZC, CDLC",1984,188,256,02/07 → 03/13
2.5 TFSI quattro (RS3),CEPA,2480,250,340,03/11 → 12/12
3.2 V6 quattro,"BDB, BMJ, BUB",,184,250,09/03 → 05/09
