Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,5R,1997,62,84,09/79 → 06/81
2.8 (MS1K),5M-E,2740,107,146,09/80 → 09/83
2.8 Si (MS112),5M-E,2740,107,146,04/80 → 07/83
2.8i Super Saloon (S12),,2740,125,170,02/84 → 03/85
3.0 (GRS182),3GR-FE,2994,170,231,09/04 → 02/08
"3.0 ((JZS133_, JZS147_, JZS149_))",2JZ-GE,,162,220,10/91 → 05/04
