Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8i,Holden C18 LE,,78,106,09/92 → 03/96
2.0 LPG,Holden C20 LE,,,,01/91 → 03/96
2.0i,Holden C20 LE,,85,116,01/91 → 03/96
