Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 TSI (7N),"CAVA, CNWB, CTHA, CZDA, DJKA",1390,110,150,08/10 → 11/15
1.8 TSI (7N),CDAA,1798,118,160,05/12 →
2.0 TDI (7N),CFFA,1968,100,136,08/10 → 05/11
2.0 TDI (7N),CFFB,1968,103,140,08/10 → 11/15
2.0 TDI (7N),CFGB,1968,125,170,08/10 → 01/13
2.0 TDI (7N),"CFFE, CUVA",1968,85,115,07/11 → 11/15
2.0 TDI (7N),CFGC,1968,130,177,01/13 →
2.0 TDI (7N),"CUVC, DFLA, DLTA",1968,110,150,07/15 →
2.0 TDI (7N),"CUWA, DFMA",1968,135,184,07/15 →
2.0 TDI CR,DLUB,1990,130,177,07/18 →
2.0 TDI CR,DLTC,1990,85,116,07/18 →
2.0 TSI (7N),CCZA,1984,147,200,11/10 → 11/15
2.0 TSI (7N),DEDA,1984,162,220,07/15 →
