Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
30dX (G07),B57D30,2993,195,265,12/18 →
30dX (G07),B57D30,2993,155,211,12/18 → 08/20
30dX (G07),B57D30,2993,183,249,12/18 →
40d Mild-Hybrid (G07),"B57D30B, JA1",2993,155,211,03/19 →
40d Mild-Hybrid (G07),"B57D30B, JA1",2993,250,340,03/19 →
40d Mild-Hybrid (G07),B57D30B,2993,259,352,07/22 →
40i,B58B30P,2998,280,381,07/22 →
40i Mild-Hybrid,B58B30P,2998,280,381,07/22 →
40i xDrive (G07),B58B30,2998,250,340,12/18 →
40i xDrive Mild-Hybrid (G07),B58B30,2998,245,333,12/20 →
50iX (G07),N63B44,4395,340,462,12/18 →
M50dX (G07),,4395,294,400,12/18 →
M50i X (G07),,4395,390,530,08/19 →
M60i Mild-Hybrid (G07),S68B44A,4395,390,530,07/22 →
