Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 16V,K4J-730,1390,72,98,10/02 → 07/09
1.4 16V,K4J,1390,60,82,10/02 → 02/08
1.5 dCi,K9K-722,1461,60,82,10/02 → 06/05
1.5 dCi,K9K 728,1461,74,101,10/03 → 06/05
1.5 dCi,K9K-724,1461,63,86,06/05 → 12/10
1.5 dCi,K9K-732,1461,78,106,06/05 → 12/10
1.6 16V,"K4M 760 / 761, K4M 812 / 813",1598,83,113,10/02 → 12/10
1.6 16V,K4M 762,1598,77,105,05/05 → 07/09
1.9 dCi,F9Q-800,1870,88,120,10/02 → 06/05
1.9 dCi,F9Q,1870,68,92,03/04 → 06/05
1.9 dCi FAP,F9Q,1870,96,130,06/05 → 12/09
1.9 dCi FAP,F9Q,1870,81,110,01/06 → 07/09
2.0 dCi 16V,M9R 700/740,1995,110,150,01/06 → 07/09
2.0 dCi 16V,M9R,1995,127,173,04/07 → 02/08
2.0 16V,F4R-770M,1998,99,135,10/02 → 12/10
2.0 16V Turbo,"F4R, F4R 776",1998,120,163,09/04 → 12/09
2.0 16V Turbo RS (Mégane Sport),F4R,1998,165,224,09/03 → 10/09
