Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3,"J4B, J6A",1299,44,60,02/95 → 10/98
1.4,FUH,1391,55,75,02/95 → 08/98
1.6 16V,L1E,1597,66,90,02/95 → 09/00
1.6 16V XR3i,L1H,1597,65,88,02/95 → 08/95
1.8 16V,RKC,1796,85,115,02/95 → 02/99
1.8 16V XR3i,RDA,1796,77,105,02/95 → 06/98
1.8 16V XR3i,RQB,1796,96,130,02/95 → 06/98
1.8 D,RTH,1753,44,60,02/95 → 02/99
1.8 TD,RFD/RFK,1753,66,90,02/95 → 09/00
1.8 TD,RVA,1753,51,70,12/95 → 02/99
1.8 TD,,1753,55,75,02/00 → 09/02
2.0 16V RS 4X4,N7A,1998,110,150,02/95 → 10/98
2.0 RS 16V Cosworth,N5F,1994,162,220,02/95 → 10/98
